Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2
39,1,4,102692,0,0,04/05/2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1
54,4,3,26490,0,0,22/09/2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0
45,1,3,75702,1,1,29/08/2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0
38,3,1,30899,1,0,13/10/2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0
51,3,3,63342,0,1,16/10/2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0
48,1,1,45989,0,1,22/10/2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0
49,1,1,18701,1,1,06/04/2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0
56,3,1,40737,2,1,12/08/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0
33,1,4,15287,1,0,10/10/2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0
45,3,4,69674,0,2,22/05/2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0
44,2,2,44159,1,0,17/06/2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0
34,3,2,37717,1,0,23/11/2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0
61,2,3,43776,1,1,02/03/2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0
47,2,2,38179,1,1,14/03/2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0
51,1,2,80124,0,0,26/06/2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0
42,3,2,38097,1,1,15/10/2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0
43,1,2,72940,0,0,19/06/2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0
43,1,3,22070,1,0,10/04/2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0
59,1,1,69267,0,0,22/09/2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0
31,2,1,31788,1,0,20/03/2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0
39,3,3,61905,0,1,02/04/2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0
54,1,2,29315,1,1,04/06/2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0
50,1,4,33378,1,1,02/06/2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0
50,3,3,66313,0,1,16/09/2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0
57,1,1,60714,0,0,17/01/2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0
33,2,3,77882,0,0,30/04/2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0
27,3,1,69867,0,0,04/02/2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0
45,2,4,63841,0,1,21/04/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0
32,0,2,24480,1,0,02/11/2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0
36,1,3,51369,0,1,25/10/2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0
66,1,3,37760,0,0,31/08/2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0
40,3,3,65640,0,1,03/01/2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0
39,2,2,44319,1,1,17/04/2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0
39,1,2,30631,1,0,07/12/2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0
61,1,3,75278,0,0,29/01/2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0
57,2,3,50898,1,1,01/08/2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0
48,1,5,79946,0,0,05/12/2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0
64,2,4,35416,0,0,13/06/2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0
29,4,3,32414,0,0,07/04/2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0
44,1,3,38361,1,0,27/12/2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0
32,1,2,82497,0,0,31/10/2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0
43,1,3,16626,2,0,15/01/2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0
48,1,3,29672,1,1,03/12/2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0
60,2,3,55951,0,1,23/08/2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1
25,4,4,35388,1,0,03/07/2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0
27,2,3,42386,1,0,13/01/2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0
31,1,1,68627,0,0,01/12/2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0
49,3,4,57912,0,1,17/03/2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0
56,1,4,35246,1,1,16/04/2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0
57,4,3,58821,0,1,10/12/2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0
36,3,2,46377,1,0,03/01/2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0
26,1,1,39747,1,0,13/04/2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0
29,1,3,23976,1,0,27/12/2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0
52,2,2,80950,0,0,28/03/2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0
46,1,5,27038,0,0,18/09/2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0
67,1,1,77457,0,0,03/05/2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0
49,2,2,64100,0,1,09/10/2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0
21,2,3,42670,0,0,27/04/2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0
38,1,4,12571,1,0,18/01/2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0
46,1,2,22574,2,1,28/10/2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0
24,1,2,52251,0,0,06/03/2013,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0
37,2,1,70893,0,0,02/06/2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0
47,1,2,54198,1,1,17/12/2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0
58,2,3,28839,1,1,03/11/2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0
41,1,2,40321,1,1,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0
27,1,1,66503,1,0,14/08/2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0
62,1,2,30833,1,1,16/07/2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0
43,1,1,52251,1,2,23/08/2013,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0
42,1,2,64795,0,1,17/01/2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0
39,1,2,34421,1,0,07/01/2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0
49,3,4,47025,1,1,02/09/2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0
52,3,4,64325,0,1,02/07/2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0
60,1,1,40464,0,1,01/11/2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0
56,1,2,62187,0,0,07/05/2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0
37,3,4,14849,1,0,07/02/2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0
29,1,2,27255,1,0,11/07/2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0
63,3,2,54432,2,1,05/09/2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0
27,3,1,29999,1,0,13/02/2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0
30,1,1,24072,1,0,16/04/2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0
24,3,1,33996,0,0,09/11/2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0
57,3,2,66334,0,1,04/03/2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0
42,2,2,35178,1,0,01/10/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0
30,1,3,22010,1,0,30/06/2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0
52,1,4,62204,0,2,09/12/2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0
44,1,4,75693,0,0,12/06/2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0
40,1,2,30675,1,0,11/12/2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0
48,1,3,83003,0,0,03/03/2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0
114,3,3,83532,0,0,26/09/2013,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0
24,1,1,68655,0,0,08/10/2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0
27,1,4,41411,0,0,12/07/2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0
43,3,2,55212,0,1,23/11/2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1
63,3,3,59292,0,1,13/06/2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0
40,0,3,27190,1,0,15/08/2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0
61,1,4,82623,0,0,11/10/2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0
48,1,2,44300,1,1,23/06/2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0
44,1,4,84835,0,0,16/06/2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0
41,1,5,30372,1,1,25/12/2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0
38,2,2,33181,1,0,01/03/2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0
56,1,2,71113,0,1,17/12/2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0
27,1,2,71952,1,0,01/10/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0
47,3,1,69759,0,0,28/10/2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0
38,1,2,72099,0,0,27/10/2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0
36,3,1,60000,0,1,22/12/2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0
35,1,1,38643,1,1,29/11/2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0
58,1,2,50737,0,1,05/11/2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0
43,3,2,68462,0,0,12/12/2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0
70,2,2,65073,0,0,20/08/2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0
65,3,3,46681,0,2,10/08/2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0
55,1,2,78618,0,0,28/09/2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0
45,3,5,62187,0,1,22/03/2014,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0
36,1,2,28442,2,0,24/02/2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0
34,3,2,37717,1,0,23/11/2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0
45,1,2,51479,1,1,28/12/2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0
43,1,1,54803,0,1,21/08/2012,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0
53,1,2,79530,0,0,17/05/2013,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0
37,1,4,31615,1,0,16/03/2013,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0
50,1,3,72025,0,0,17/11/2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0
37,3,1,52614,0,1,12/01/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0
30,4,2,35684,1,0,22/04/2014,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0
37,1,2,48178,1,1,28/10/2012,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0
43,2,1,29548,1,0,29/08/2013,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0
46,1,1,63810,0,1,11/11/2012,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0
41,3,1,38578,1,1,22/06/2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0
37,2,1,46098,1,1,18/08/2012,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0
43,1,1,22585,0,0,18/03/2013,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0
23,1,1,30279,1,0,30/12/2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0
52,3,3,66426,0,1,10/02/2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0
44,1,1,30822,1,0,14/06/2013,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0
44,3,2,33581,2,0,01/08/2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0
28,1,2,19986,1,0,14/11/2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0
58,1,5,27421,0,0,12/12/2012,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0
39,4,2,35688,2,1,22/08/2012,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0
33,2,1,36143,1,0,30/03/2014,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0
42,1,1,10245,1,0,15/05/2013,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0
45,2,3,43795,0,1,16/10/2013,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0
52,1,3,63381,0,1,10/05/2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0
63,1,3,38823,0,1,30/08/2012,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0
45,3,4,83664,1,1,05/08/2013,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0
35,1,3,90300,0,0,01/03/2014,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0
34,2,3,62499,1,0,12/09/2013,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0
21,1,1,74293,0,0,05/04/2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0
67,3,2,51012,0,0,18/04/2013,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0
46,2,2,70777,0,1,25/02/2014,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0
22,3,3,68682,0,0,10/06/2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0
41,1,2,43824,1,1,15/09/2012,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0
28,1,3,15345,1,0,31/08/2012,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0
25,1,1,23442,1,0,24/12/2012,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0
32,4,3,14515,1,0,11/09/2012,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0
57,4,4,31395,1,1,23/03/2013,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0
47,1,3,75276,0,0,27/09/2012,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0
39,1,1,42373,1,1,15/08/2013,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0
53,1,3,30507,0,0,03/11/2013,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0
58,3,1,55521,1,2,22/10/2013,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0
49,1,2,48006,1,1,06/09/2014,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0
40,3,1,27213,1,0,30/08/2012,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0
43,3,4,65808,1,1,30/05/2014,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0
39,3,3,30351,1,0,06/06/2013,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0
49,1,2,50437,0,2,17/10/2012,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0
30,4,1,23616,1,0,17/11/2012,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0
36,1,2,53858,0,1,11/09/2012,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0
58,3,2,66465,0,1,30/03/2013,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0
25,1,1,46923,1,0,22/08/2012,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0
51,1,3,75072,0,1,23/01/2013,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0
71,3,2,75865,0,0,31/03/2014,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0
38,4,3,19789,1,0,20/11/2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0
20,1,3,80134,0,0,14/02/2014,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1
32,1,1,91065,0,0,22/02/2013,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0
42,2,2,49505,1,1,03/05/2013,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0
41,3,2,37401,1,0,05/06/2014,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0
31,1,2,30096,1,0,22/05/2014,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0
32,2,3,18492,1,0,06/05/2014,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0
39,2,2,82584,0,0,06/04/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0
72,3,2,93027,0,0,13/04/2013,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0
60,1,2,48686,1,2,12/04/2013,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0
28,1,2,92910,0,0,24/04/2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0
25,1,2,75433,1,0,04/05/2014,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0
25,4,3,10404,1,0,05/04/2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0
45,1,2,61314,0,1,25/04/2013,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0
52,3,1,84865,0,0,05/09/2013,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1
23,1,2,42387,1,0,29/10/2012,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0
46,4,3,67309,1,1,23/01/2013,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0
49,1,2,75236,0,1,25/11/2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0
44,1,1,30015,1,0,02/02/2014,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0
57,2,3,50943,0,1,21/06/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0
47,1,4,67272,0,1,21/12/2013,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0
64,2,5,51529,0,1,09/07/2013,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0
42,3,2,32011,1,0,22/08/2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0
27,4,2,7500,1,0,02/07/2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0
24,1,2,28691,1,0,07/04/2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0
65,3,2,56223,0,1,20/12/2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0
67,1,2,18100,0,0,08/06/2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0
23,1,1,30279,1,0,30/12/2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0
40,4,2,20130,0,0,17/03/2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0
54,1,4,23295,0,0,13/07/2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0
41,2,4,42618,1,0,10/09/2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0
49,1,1,81246,0,0,29/12/2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0
37,1,2,24027,1,0,06/09/2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0
60,3,2,55707,0,1,22/12/2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0
58,1,1,57959,0,1,05/02/2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0
44,1,2,56796,0,1,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0
42,2,1,36230,1,0,17/10/2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0
33,4,2,70829,1,1,12/01/2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0
36,1,2,65991,0,1,09/07/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0
40,1,2,38988,1,2,20/08/2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0
46,4,1,89572,0,0,15/09/2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0
29,2,2,42207,1,0,04/01/2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0
62,1,2,50300,0,1,25/05/2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0
30,4,3,66664,0,0,25/09/2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0
50,1,2,60597,0,1,01/01/2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0
64,1,5,70165,0,0,22/09/2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0
56,3,5,50520,0,1,28/01/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0
51,1,2,80124,0,0,26/06/2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0
39,1,2,33183,1,0,24/02/2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0
45,3,1,66582,0,0,03/03/2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0
58,3,3,75261,0,0,23/04/2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0
42,1,5,31880,1,0,31/10/2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0
63,1,2,53790,0,2,03/06/2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0
41,3,3,49269,1,0,15/08/2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0
38,1,2,61456,0,1,27/03/2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0
33,1,2,37406,1,0,10/10/2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0
31,3,3,56937,1,0,08/04/2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0
35,1,2,38415,1,1,01/02/2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0
26,1,1,20518,1,0,18/05/2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0
57,1,2,62503,0,1,18/02/2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0
42,3,1,41644,1,1,05/09/2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0
37,2,2,55842,0,1,23/05/2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0
40,3,2,62010,0,1,23/10/2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0
35,1,2,41124,1,0,31/10/2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0
40,2,2,38961,1,0,30/12/2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0
41,2,4,37760,1,0,08/11/2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0
38,1,1,32233,1,0,19/08/2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0
38,1,2,43057,0,1,30/10/2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0
52,2,3,83151,0,0,10/10/2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0
48,3,4,78825,0,0,14/09/2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0
37,2,3,65104,0,1,14/11/2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0
39,1,2,60093,0,1,26/06/2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0
45,1,2,14045,1,0,26/01/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0
60,4,5,28457,0,0,28/10/2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0
54,3,3,78952,0,1,24/09/2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0
36,1,4,46310,1,0,12/03/2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0
58,1,3,76005,0,0,22/02/2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0
49,2,1,58308,0,1,01/12/2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0
69,3,4,55614,0,0,27/11/2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0
51,2,4,59432,0,1,13/04/2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0
36,1,4,55563,0,1,04/05/2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0
42,3,3,78642,0,1,21/04/2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0
65,3,3,67911,0,1,22/05/2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0
69,1,2,65275,0,0,04/03/2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0
62,1,3,27203,1,1,08/06/2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0
52,2,3,48330,0,1,15/11/2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0
22,0,2,24279,0,0,29/12/2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0
27,3,2,64355,1,0,24/08/2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0
57,2,3,50943,0,1,21/06/2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0
59,1,5,53653,0,0,11/07/2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0
37,1,2,65665,0,1,12/02/2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0
